"zipcode","latitude","longitude"
"1675","46.62274","6.85078"
"1676","46.650001","6.899998"
"1677","46.63334","6.866667"
"1678","46.6512897","6.8566304"
"1678","46.6625077","6.8757708"
"1678","46.666671","6.883328"
"1679","46.6594014","6.9126162"
"1680","46.683969","6.9062312"
"1680","46.69363","6.95299"
"1680","46.6711906","6.896905"
"1680","46.6982682","6.9229041"
"1680","46.695845","6.939926"
"1680","46.691887","6.9118086"
"1681","46.69044","6.89837"
"1681","46.68308","6.88456"
"1682","46.7265588","6.8955942"
"1682","46.7082946","6.8831226"
"1682","46.71326","6.87305"
"1682","46.6917509","6.8639494"
"1682","46.6997998","6.8814659"
"1682","46.71921","6.89887"
"1683","46.671816","6.853117"
"1683","46.6758661","6.8337951"
"1683","46.6823","6.85013"
"1684","46.6788851","6.9258509"
"1685","46.6657265","6.9428323"
"1686","46.67726","6.96527"
"1686","46.683339","6.950003"
"1687","46.66979","6.95404"
"1687","46.633341","6.933334"
"1687","46.653278","6.9292089"
"1688","46.6336563","6.9119741"
"1688","46.6336563","6.9119741"
"1689","46.6747268","6.994094"
"1690","46.7164563","6.9465535"
"1690","46.7209743","6.961234"
"1691","46.73948","6.97448"
"1691","46.7419093","6.9672278"
"1692","46.69268","6.97168"
"1692","46.6983064","6.9758491"
"1694","46.72624","6.99211"
"1694","46.716529","6.994244"
"1694","46.7041649","7.0013577"
"1694","46.69952","7.01077"
"1695","46.716671","7.03333"
"1695","46.71567","7.03303"
"1695","46.7053227","7.0209631"
"1695","46.71437","7.01704"
"1696","46.7072449","7.0527766"
"1697","46.6290501","6.9389141"
"1697","46.6217173","6.9099534"
"1699","46.6111327","6.8818094"
"1699","46.59065","6.85379"
"1699","46.5997385","6.8649543"
"1700","46.793563","7.1455783"
"1700","46.8064773","7.1619719"
"1700","46.7948659","7.144183"
"1700","46.8040844","7.1596652"
"1700","46.8137482","7.177316"
"1700","46.8138978","7.1768779"
"1701","46.2435256","7.3820734"
"1705","46.8014067","7.1515174"
"1707","46.8106693","7.1727621"
"1708","46.8016996","7.1371395"
"1709","46.7957651","7.1404402"
"1712","46.815327","7.21575"
"1713","46.8231467","7.2634557"
"1714","46.8262854","7.3006121"
"1714","46.8413","7.27615"
"1715","46.7929543","7.2790616"
"1715","47.3626465","7.5871674"
